"","X","Fecha","Titulo.Comunicado","Link","ID","Autor","Autor_G","name"
"108",107,"2016-05-09","A las madres de todo el mundo en su día","http://www.farc-ep.co/comunicado/a-las-madres-de-todo-el-mundo-en-su-dia.html",315,"secretariado nacional de las farc-ep","secretariado","2016-05-09_315.txt"
"109",108,"2016-04-30","Saludo a los trabajadores en su día","http://www.farc-ep.co/comunicado/saludo-a-los-trabajadores-en-su-dia.html",314,"secretariado nacional de las farc-ep","secretariado","2016-04-30_314.txt"
"110",109,"2016-03-26","Manuel vive en cada uno de nosotros","http://www.farc-ep.co/comunicado/manuel-vive-en-cada-uno-de-nosotros.html",313,"secretariado nacional de las farc-ep","secretariado","2016-03-26_313.txt"
"111",110,"2016-03-08","Saludo a la mujer colombiana","http://www.farc-ep.co/comunicado/saludo-a-la-mujer-colombiana.html",312,"secretariado nacional de las farc-ep","secretariado","2016-03-08_312.txt"
"112",111,"2016-03-07","Vivirás para siempre, Iván","http://www.farc-ep.co/comunicado/viviras-para-siempre-ivan.html",311,"secretariado nacional de las farc-ep","secretariado","2016-03-07_311.txt"
"113",112,"2016-03-05","Chávez y su obra serán siempre un referente para las FARC-EP","http://www.farc-ep.co/comunicado/chavez-y-su-obra-seran-siempre-un-referente-para-las-farc-ep.html",310,"secretariado nacional de las farc-ep","secretariado","2016-03-05_310.txt"
"114",113,"2016-03-01","Raúl Reyes vive al igual que sus ideas","http://www.farc-ep.co/comunicado/raul-reyes-vive-al-igual-que-sus-ideas.html",309,"secretariado nacional de las farc-ep","secretariado","2016-03-01_309.txt"
"115",114,"2016-02-24","Carta de condolencia a la familia Castro Ruz","http://www.farc-ep.co/comunicado/carta-de-condolencia-a-la-familia-castro-ruz.html",308,"secretariado nacional de las farc-ep","secretariado","2016-02-24_308.txt"
"116",115,"2016-02-19","FARC-EP se pronuncia por la injustificada polémica por presencia en El Conejo.","http://www.farc-ep.co/comunicado/farc-ep-se-pronuncia-por-la-injustificada-polemica-por-presencia-en-el-conejo.html",307,"secretariado nacional de las farc-ep","secretariado","2016-02-19_307.txt"
"117",116,"2016-02-19","Comunicado: Las FARC-EP repudian atentado contra alcalde de Puerto Rico.","http://www.farc-ep.co/comunicado/comunicado-las-farc-ep-repudian-atentado-contra-alcalde-de-puerto-rico.html",306,"secretariado nacional de las farc-ep","secretariado","2016-02-19_306.txt"
"118",117,"2016-02-08","Comandante Martín Villa: Ejemplo de dignidad y consecuencia","http://www.farc-ep.co/comunicado/comandante-martin-villa-ejemplo-de-dignidad-y-consecuencia.html",305,"secretariado nacional de las farc-ep","secretariado","2016-02-08_305.txt"
"119",118,"2016-02-01","¿Quién puede ufanarse de los éxitos del Plan Colombia?","http://www.farc-ep.co/comunicado/quien-puede-ufanarse-de-los-exitos-del-plan-colombia.html",304,"secretariado nacional de las farc-ep","secretariado","2016-02-01_304.txt"
"120",119,"2016-01-03","Las guerrilleras son mujeres revolucionarias conscientes y libres","http://www.farc-ep.co/comunicado/las-guerrilleras-son-mujeres-revolucionarias-conscientes-y-libres.html",303,"secretariado nacional de las farc-ep","secretariado","2016-01-03_303.txt"
"121",120,"2015-12-30","Mensaje de fin de año de las FARC-EP","http://www.farc-ep.co/comunicado/mensaje-de-fin-de-ano-de-las-farc-ep.html",302,"secretariado nacional de las farc-ep","secretariado","2015-12-30_302.txt"
"122",121,"2015-12-13","Venezuela requiere solidaridad en lugar de canibalismo","http://www.farc-ep.co/comunicado/venezuela-requiere-solidaridad-en-lugar-de-canibalismo.html",301,"secretariado nacional de las farc-ep","secretariado","2015-12-13_301.txt"
"123",122,"2015-11-14","Liberar prisioneros enfermos es un acto humanitario","http://www.farc-ep.co/comunicado/liberar-prisioneros-enfermos-es-un-acto-humanitario.html",300,"secretariado nacional de las farc-ep","secretariado","2015-11-14_300.txt"
"124",123,"2015-11-04","Alfonso Cano vive, indestructible, sereno y victorioso","http://www.farc-ep.co/comunicado/alfonso-cano-vive-indestructible-sereno-y-victorioso.html",299,"secretariado nacional de las farc-ep","secretariado","2015-11-04_299.txt"
"125",124,"2015-11-01","Carta al Frente Amplio por la Paz","http://www.farc-ep.co/comunicado/carta-al-frente-amplio-por-la-paz.html",298,"secretariado nacional de las farc-ep","secretariado","2015-11-01_298.txt"
"126",125,"2015-10-31","En peligro cese al fuego unilteral","http://www.farc-ep.co/comunicado/en-peligro-cese-al-fuego-unilteral.html",297,"secretariado nacional de las farc-ep","secretariado","2015-10-31_297.txt"
"127",126,"2015-10-14","Estamos con Palestina","http://www.farc-ep.co/comunicado/estamos-con-palestina.html",296,"secretariado nacional de las farc-ep","secretariado","2015-10-14_296.txt"
"128",127,"2015-10-12","A 523 Años después","http://www.farc-ep.co/comunicado/a-523-anos-despues.html",295,"secretariado nacional de las farc-ep","secretariado","2015-10-12_295.txt"
"129",128,"2015-10-11","El crimen de Jaime Pardo Leal","http://www.farc-ep.co/comunicado/el-crimen-de-jaime-pardo-leal.html",294,"timoleón jiménez","otros","2015-10-11_294.txt"
"130",129,"2015-09-23","Intervención del comandante Timoleón Jiménez en rueda de prensa - La Habana, Cuba.","http://www.farc-ep.co/comunicado/intervencion-del-comandante-timoleon-jimenez-en-la-rueda-de-prensa-en-la-habana.html",293,"secretariado nacional de las farc-ep","secretariado","2015-09-23_293.txt"
"131",130,"2015-08-26","La paz no se puede improvisar","http://www.farc-ep.co/comunicado/la-paz-no-se-puede-improvisar.html",292,"secretariado nacional de las farc-ep","secretariado","2015-08-26_292.txt"
"132",131,"2015-08-10","Jacobo Arenas, un infatigable luchador por la paz","http://www.farc-ep.co/comunicado/jacobo-arenas-un-infatigable-luchador-por-la-paz.html",291,"secretariado nacional de las farc-ep","secretariado","2015-08-10_291.txt"
"133",132,"2015-07-26","Saludo de las FARC-EP al pueblo de Cuba en el 62 aniversario del 26 de Julio","http://www.farc-ep.co/comunicado/saludo-de-las-farc-ep-al-pueblo-de-cuba-en-el-62-aniversario-del-26-de-julio.html",290,"secretariado nacional de las farc-ep","secretariado","2015-07-26_290.txt"
"134",133,"2015-07-19","FARC-EP ordenan a sus unidades cesar actividades ofensivas a partir del 20 de julio","http://www.farc-ep.co/comunicado/farc-ep-ordenan-a-sus-unidades-cesar-actividades-ofensivas-a-partir-del-20-de-julio.html",289,"secretariado nacional de las farc-ep","secretariado","2015-07-19_289.txt"
"135",134,"2015-07-08","Comunicado: FARC-EP declara Cese Al Fuego Unilateral","http://www.farc-ep.co/comunicado/comunicado-farc-ep-declara-cese-al-fuego-unilateral.html",288,"secretariado nacional de las farc-ep","secretariado","2015-07-08_288.txt"
"136",135,"2015-05-27","FARC-EP, 51 años de lucha por la paz","http://www.farc-ep.co/comunicado/farc-ep-51-anos-de-lucha-por-la-paz.html",287,"secretariado nacional de las farc-ep","secretariado","2015-05-27_287.txt"
"137",136,"2015-04-24","Carta abierta de las FARC-EP al Presidente Santos","http://www.farc-ep.co/comunicado/carta-abierta-de-las-farc-ep-al-presidente-santos.html",286,"secretariado nacional de las farc-ep","secretariado","2015-04-24_286.txt"
"138",137,"2014-12-17","Cese al fuego unilateral e indefinido","http://www.farc-ep.co/comunicado/cese-al-fuego-unilateral-e-indefinido.html",285,"secretariado nacional de las farc-ep","secretariado","2014-12-17_285.txt"
"139",138,"2014-06-07","Carta abierta a los candidatos a la Presidencia","http://www.farc-ep.co/comunicado/carta-abierta-a-los-candidatos-a-la-presidencia.html",284,"secretariado nacional de las farc-ep","secretariado","2014-06-07_284.txt"
"140",139,"2014-06-07","Segundo cese al fuego electroral","http://www.farc-ep.co/comunicado/segundo-cese-al-fuego-electroral.html",283,"secretariado nacional de las farc-ep","secretariado","2014-06-07_283.txt"
"141",140,"2014-05-27","FARC-EP 1964-2014","http://www.farc-ep.co/comunicado/farc-ep-1964-2014.html",282,"secretariado nacional de las farc-ep","secretariado","2014-05-27_282.txt"
"142",141,"2014-05-19","Cese al fuego electoral","http://www.farc-ep.co/comunicado/cese-al-fuego-electoral.html",281,"secretariado nacional de las farc-ep","secretariado","2014-05-19_281.txt"
"143",142,"2014-05-01","Saludo a los trabajadores en su Día Internacional","http://www.farc-ep.co/comunicado/saludo-a-los-trabajadores-en-su-dia-internacional.html",280,"secretariado nacional de las farc-ep","secretariado","2014-05-01_280.txt"
"144",143,"2014-04-18","Ante la muerte de Gabriel García Márquez","http://www.farc-ep.co/comunicado/ante-la-muerte-de-gabriel-garcia-marquez.html",279,"secretariado nacional de las farc-ep","secretariado","2014-04-18_279.txt"
"145",144,"2014-03-26","Manuel Marulanda Vélez, una obra viva","http://www.farc-ep.co/comunicado/manuel-marulanda-velez-una-obra-viva.html",278,"secretariado nacional de las farc-ep","secretariado","2014-03-26_278.txt"
"146",145,"2014-03-21","La guerra cuesta la vida diariamente a muchos hijos e hijas de un pueblo que se merece la paz","http://www.farc-ep.co/comunicado/la-guerra-cuesta-la-vida-diariamente-a-muchos-hijos-e-hijas-de-un-pueblo-que-se-merece-la-paz.html",277,"secretariado nacional de las farc-ep","secretariado","2014-03-21_277.txt"
"147",146,"2014-03-07","A seis años de su horrendo crimen","http://www.farc-ep.co/comunicado/a-seis-anos-de-su-horrendo-crimen.html",276,"secretariado nacional de las farc-ep","secretariado","2014-03-07_276.txt"
"148",147,"2014-03-05","A un año de la muerte del Presidente Chávez","http://www.farc-ep.co/comunicado/a-un-ano-de-la-muerte-del-presidente-chavez.html",275,"secretariado nacional de las farc-ep","secretariado","2014-03-05_275.txt"
"149",148,"2014-03-01","Raúl Reyes y su gente, los verdaderos héroes","http://www.farc-ep.co/comunicado/raul-reyes-y-su-gente-los-verdaderos-heroes.html",274,"secretariado nacional de las farc-ep","secretariado","2014-03-01_274.txt"
"150",149,"2014-02-20","Falsas revelaciones","http://www.farc-ep.co/comunicado/falsas-revelaciones.html",273,"secretariado nacional de las farc-ep","secretariado","2014-02-20_273.txt"
"151",150,"2014-02-15","A PROPOSITO DE ANDRÓMEDA","http://www.farc-ep.co/comunicado/a-proposito-de-andromeda.html",272,"secretariado nacional de las farc-ep","secretariado","2014-02-15_272.txt"
"152",151,"2014-02-10","Comunicado Conjunto de los Comandantes de las FARC–EP y el ELN: ¿PARAMILITARISMO OFICIAL?","http://www.farc-ep.co/comunicado/comunicado-conjunto-de-los-comandantes-de-las-farc-ep-y-el-eln-paramilitarismo-oficial.html",271,"secretariado nacional de las farc-ep","secretariado","2014-02-10_271.txt"
"153",152,"2014-01-28","SALUDOS A LA CELAC","http://www.farc-ep.co/comunicado/saludos-a-la-celac.html",270,"secretariado nacional de las farc-ep","secretariado","2014-01-28_270.txt"
"154",153,"2014-01-21","Comunicado sobre Pradera","http://www.farc-ep.co/comunicado/comunicado-sobre-pradera.html",269,"secretariado nacional de las farc-ep","secretariado","2014-01-21_269.txt"
"155",154,"2014-01-16","DECLARACIÓN PÚBLICA A propósito del fin del cese el fuego unilateral","http://www.farc-ep.co/comunicado/declaracion-publica-a-proposito-del-fin-del-cese-el-fuego-unilateral.html",268,"secretariado nacional de las farc-ep","secretariado","2014-01-16_268.txt"
"156",155,"2014-01-05","DECLARACIÓN PÚBLICA  En torno al informe del Washington Post","http://www.farc-ep.co/comunicado/declaracion-publica-en-torno-al-informe-del-washington-post.html",267,"secretariado nacional de las farc-ep","secretariado","2014-01-05_267.txt"
"157",156,"2013-12-31","Saludo a la revolución cubana en su 55 aniversario","http://www.farc-ep.co/comunicado/saludo-a-la-revolucion-cubana-en-su-55-aniversario.html",266,"secretariado nacional de las farc-ep","secretariado","2013-12-31_266.txt"
"158",157,"2013-12-25","SALUDO AL PUEBLO COLOMBIANO CON OCASIÓN DEL FIN DE AÑO La unidad es indispensable en la lucha por la paz","http://www.farc-ep.co/comunicado/saludo-al-pueblo-colombiano-con-ocasion-del-fin-de-ano-la-unidad-es-indispensable-en-la-lucha-por-la-paz.html",265,"secretariado nacional de las farc-ep","secretariado","2013-12-25_265.txt"
"159",158,"2013-12-23","A los integrantes de las dos Fuerzas:","http://www.farc-ep.co/comunicado/a-los-integrantes-de-las-dos-fuerzas.html",264,"secretariado nacional de las farc-ep","secretariado","2013-12-23_264.txt"
"160",159,"2013-12-23","La paz, un derecho inalienable de los pueblos","http://www.farc-ep.co/comunicado/la-paz-un-derecho-inalienable-de-los-pueblos.html",263,"secretariado nacional de las farc-ep","secretariado","2013-12-23_263.txt"
"161",160,"2013-12-23","A las Milicias Bolivarianas, nuestro abrazo de año nuevo.","http://www.farc-ep.co/comunicado/a-las-milicias-bolivarianas-nuestro-abrazo-de-ano-nuevo.html",262,"secretariado nacional de las farc-ep","secretariado","2013-12-23_262.txt"
"162",161,"2013-12-18","A Michelle Bachelet","http://www.farc-ep.co/comunicado/a-michelle-bachelet.html",261,"secretariado nacional de las farc-ep","secretariado","2013-12-18_261.txt"
"163",162,"2013-12-13","A propósito de la destitución de Gustavo Petro","http://www.farc-ep.co/comunicado/a-proposito-de-la-destitucion-de-gustavo-petro.html",260,"secretariado nacional de las farc-ep","secretariado","2013-12-13_260.txt"
"164",163,"2013-12-09","Cese de fuegos y hostilidades  Comunicado del Secretariado Nacional","http://www.farc-ep.co/comunicado/cese-de-fuegos-y-hostilidades-comunicado-del-secretariado-nacional.html",259,"secretariado nacional de las farc-ep","secretariado","2013-12-09_259.txt"
"165",164,"2013-12-06","Ante el adiós de Madiba","http://www.farc-ep.co/comunicado/ante-el-adios-de-madiba.html",258,"secretariado nacional de las farc-ep","secretariado","2013-12-06_258.txt"
"166",165,"2013-11-04","Inspirados por Alfonso Cano crecen nuestras esperanzas de paz","http://www.farc-ep.co/comunicado/inspirados-por-alfonso-cano-crecen-nuestras-esperanzas-de-paz.html",257,"secretariado nacional de las farc-ep","secretariado","2013-11-04_257.txt"
"167",166,"2013-11-02","COMUNICADO Otra violación a los protocolos acordados","http://www.farc-ep.co/comunicado/comunicado-otra-violacion-a-los-protocolos-acordados.html",256,"secretariado nacional de las farc-ep","secretariado","2013-11-02_256.txt"
"168",167,"2013-10-07","Nuestro abrazo de aliento al Partido Comunista de Vietnam, a la República Socialista de Vietnam y a su heroico pueblo: Vo Nguyen Giap, guerrero del siglo XX, arquitecto del futuro","http://www.farc-ep.co/comunicado/nuestro-abrazo-de-aliento-al-partido-comunista-de-vietnam-a-la-republica-socialista-de-vietnam-y-a-su-heroico-pueblo-vo-nguyen-giap-guerrero-del-siglo-xx-arquitecto-del-futuro.html",255,"secretariado nacional de las farc-ep","secretariado","2013-10-07_255.txt"
"169",168,"2013-09-28","Comunicado - Liberación de Kevin Scott","http://www.farc-ep.co/comunicado/comunicado-liberacion-de-kevin-scott.html",254,"secretariado nacional de las farc-ep","secretariado","2013-09-28_254.txt"
"170",169,"2013-09-22","UN HIJO DEL CAMPO COLOMBIANO Jorge Briceño, un hijo del pueblo","http://www.farc-ep.co/comunicado/un-hijo-del-campo-colombiano-jorge-briceno-un-hijo-del-pueblo.html",253,"secretariado nacional de las farc-ep","secretariado","2013-09-22_253.txt"
"171",170,"2013-08-05","Liberación del soldado norteamericano Kevin Scott","http://www.farc-ep.co/comunicado/liberacion-del-soldado-norteamericano-kevin-scott.html",252,"secretariado nacional de las farc-ep","secretariado","2013-08-05_252.txt"
"172",171,"2013-07-19","Captura del soldado norteamericano Kevin Scott Sutay","http://www.farc-ep.co/comunicado/captura-del-soldado-norteamericano-kevin-scott-sutay.html",251,"secretariado nacional de las farc-ep","secretariado","2013-07-19_251.txt"
"173",172,"2013-07-01","El ELN y las FARC-EP, comprometidos y unidos en el mismo objetivo de alcanzar una sociedad democrática, incluyente, soberana y en paz","http://www.farc-ep.co/comunicado/el-eln-y-las-farc-ep-comprometidos-y-unidos-en-el-mismo-objetivo-de-alcanzar-una-sociedad-democratica-incluyente-soberana-y-en-paz.html",250,"secretariado nacional de las farc-ep","secretariado","2013-07-01_250.txt"
"174",173,"2013-07-01","Declaración por la paz","http://www.farc-ep.co/comunicado/declaracion-por-la-paz.html",249,"secretariado nacional de las farc-ep","secretariado","2013-07-01_249.txt"
"175",174,"2013-06-11","Respuesta a ONIC","http://www.farc-ep.co/comunicado/respuesta-a-onic.html",248,"estado mayor bloque comandante alfonso cano","otros","2013-06-11_248.txt"
"176",175,"2013-06-09","DENUNCIA DEL SUR OCCIDENTE DEL PAÍS ¿Por qué mienten de ese modo?","http://www.farc-ep.co/comunicado/denuncia-del-sur-occidente-del-pais-por-que-mienten-de-ese-modo.html",247,"secretariado nacional de las farc-ep","secretariado","2013-06-09_247.txt"
"177",176,"2013-06-09","Declaración de las FARC-EP Entre el cielo y el infierno","http://www.farc-ep.co/comunicado/declaracion-de-las-farc-ep-entre-el-cielo-y-el-infierno.html",246,"secretariado nacional de las farc-ep","secretariado","2013-06-09_246.txt"
"178",177,"2013-06-03","Rechazo rotundo a las afirmaciones del presidente Juan Manuel Santos","http://www.farc-ep.co/comunicado/rechazo-rotundo-a-las-afirmaciones-del-presidente-juan-manuel-santos.html",245,"secretariado nacional de las farc-ep","secretariado","2013-06-03_245.txt"
"179",178,"2013-06-01","Comunicado de las FARC-EP Sobre la crisis del proceso de paz","http://www.farc-ep.co/comunicado/comunicado-de-las-farc-ep-sobre-la-crisis-del-proceso-de-paz.html",244,"secretariado nacional de las farc-ep","secretariado","2013-06-01_244.txt"
"180",179,"2013-05-27","De Marquetalia a La Habana: 49 años luchando por la paz","http://www.farc-ep.co/comunicado/de-marquetalia-a-la-habana-49-anos-luchando-por-la-paz.html",243,"secretariado nacional de las farc-ep","secretariado","2013-05-27_243.txt"
"181",180,"2013-05-12","Camarada Carlos Patiño: ¡Presente y combatiente!","http://www.farc-ep.co/comunicado/camarada-carlos-patino-presente-y-combatiente.html",242,"secretariado nacional de las farc-ep","secretariado","2013-05-12_242.txt"
"182",181,"2013-04-20","Al señor Francisco Santos","http://www.farc-ep.co/comunicado/al-senor-francisco-santos.html",241,"secretariado nacional de las farc-ep","secretariado","2013-04-20_241.txt"
"183",182,"2013-03-31","FARC-EP y ELN “unidad es parte de victoria”","http://www.farc-ep.co/comunicado/farc-ep-y-eln-unidad-es-parte-de-victoria.html",240,"secretariado nacional de las farc-ep","secretariado","2013-03-31_240.txt"
"184",183,"2013-03-26","MANUEL VIVO","http://www.farc-ep.co/comunicado/manuel-vivo.html",239,"secretariado nacional de las farc-ep","secretariado","2013-03-26_239.txt"
"185",184,"2013-03-21","Muy mala memoria la del mindefensa Pinzón","http://www.farc-ep.co/comunicado/muy-mala-memoria-la-del-mindefensa-pinzon.html",238,"secretariado nacional de las farc-ep","secretariado","2013-03-21_238.txt"
"186",185,"2013-03-19","Saludo a la entronización de S. S. Francisco","http://www.farc-ep.co/comunicado/saludo-a-la-entronizacion-de-s-s-francisco.html",237,"secretariado nacional de las farc-ep","secretariado","2013-03-19_237.txt"
"187",186,"2013-03-17","Las FARC-EP advertimos al país y el mundo","http://www.farc-ep.co/comunicado/las-farc-ep-advertimos-al-pais-y-el-mundo.html",236,"secretariado nacional de las farc-ep","secretariado","2013-03-17_236.txt"
"188",187,"2013-03-06","La memoria de Iván Ríos será siempre un faro encendido en la ruta de la paz","http://www.farc-ep.co/comunicado/la-memoria-de-ivan-rios-sera-siempre-un-faro-encendido-en-la-ruta-de-la-paz.html",235,"secretariado nacional de las farc-ep","secretariado","2013-03-06_235.txt"
"189",188,"2013-03-05","HASTA SIEMPRE COMANDANTE HUGO CHAVEZ","http://www.farc-ep.co/comunicado/hasta-siempre-comandante-hugo-chavez.html",234,"secretariado nacional de las farc-ep","secretariado","2013-03-05_234.txt"
"190",189,"2013-02-26","Declaración del Estado Mayor Central de las FARC-EP","http://www.farc-ep.co/comunicado/declaracion-del-estado-mayor-central-de-las-farc-ep.html",233,"secretariado nacional de las farc-ep","secretariado","2013-02-26_233.txt"
"191",190,"2013-02-04","La campaña de la ultraderecha contra el proceso de paz de La Habana arrecia su intensidad","http://www.farc-ep.co/comunicado/la-campana-de-la-ultraderecha-contra-el-proceso-de-paz-de-la-habana-arrecia-su-intensidad.html",232,"secretariado nacional de las farc-ep","secretariado","2013-02-04_232.txt"
"192",191,"2013-02-02","FARC-EP Informan sobre la captura de los agentes de la policía nacional Cristian Camilo Yate Sánchez y a Víctor Alfonso Gonzales Ramírez quienes se encontraban en labores de inteligencia","http://www.farc-ep.co/comunicado/farc-ep-informan-sobre-la-captura-de-los-agentes-de-la-policia-nacional-cristian-camilo-yate-sanchez-y-a-victor-alfonso-gonzales-ramirez-quienes-se-encontraban-en-labores-de-inteligencia.html",231,"secretariado nacional de las farc-ep","secretariado","2013-02-02_231.txt"
"193",192,"2013-01-20","DECLARACIÓN PÚBLICA","http://www.farc-ep.co/comunicado/declaracion-publica-1.html",230,"secretariado nacional de las farc-ep","secretariado","2013-01-20_230.txt"
"194",193,"2012-12-28","La Paz le pertenece al pueblo","http://www.farc-ep.co/comunicado/la-paz-le-pertenece-al-pueblo.html",229,"secretariado nacional de las farc-ep","secretariado","2012-12-28_229.txt"
"195",194,"2012-12-28","Saludo de Año Nuevo Para la militancia del Partido Comunista Clandestino Colombiano","http://www.farc-ep.co/comunicado/saludo-de-ano-nuevo-para-la-militancia-del-partido-comunista-clandestino-colombiano.html",228,"secretariado nacional de las farc-ep","secretariado","2012-12-28_228.txt"
"196",195,"2012-12-05","DECLARACIÓN POLÍTICA La paz, un esfuerzo conjunto de toda la nación","http://www.farc-ep.co/comunicado/declaracion-politica-la-paz-un-esfuerzo-conjunto-de-toda-la-nacion.html",227,"secretariado nacional de las farc-ep","secretariado","2012-12-05_227.txt"
"197",196,"2012-11-30","Toda nuestra solidaridad con el pueblo Palestino","http://www.farc-ep.co/comunicado/toda-nuestra-solidaridad-con-el-pueblo-palestino.html",226,"error","otros","2012-11-30_226.txt"
"198",197,"2012-11-23","Declaración Pública: Rechazamos amenazas a familiares de guerrilleros","http://www.farc-ep.co/comunicado/declaracion-publica-rechazamos-amenazas-a-familiares-de-guerrilleros.html",225,"secretariado nacional de las farc-ep","secretariado","2012-11-23_225.txt"
"199",198,"2012-11-22","Señores comité internacional de la cruz roja (CICR).","http://www.farc-ep.co/comunicado/senores-comite-internacional-de-la-cruz-roja-cicr.html",224,"secretariado nacional de las farc-ep","secretariado","2012-11-22_224.txt"
"200",199,"2012-11-20","Saludo del Secretariado de las FARC-EP a la Mesa de conversaciones","http://www.farc-ep.co/comunicado/saludo-del-secretariado-de-las-farc-ep-a-la-mesa.html",223,"secretariado nacional de las farc-ep","secretariado","2012-11-20_223.txt"
"201",200,"2012-11-18","Primer cese al fuego unilateral de las FARC-EP","http://www.farc-ep.co/comunicado/abriendo-senderos-hacia-la-paz.html",222,"secretariado nacional de las farc-ep","secretariado","2012-11-18_222.txt"
"202",201,"2012-11-06","EN EL PRIMER ANIVERSARIO DE SU MUERTE: RINDAMOS TRIBUTO AL CAMARADA ALFONSO CANO FORTALECIENDO LA UNIDAD POPULAR","http://www.farc-ep.co/comunicado/en-el-primer-aniversario-de-su-muerte-rindamos-tributo-al-camarada-alfonso-cano-fortaleciendo-la-unidad-popular.html",221,"secretariado nacional de las farc-ep","secretariado","2012-11-06_221.txt"
"203",202,"2012-10-19","Nuestro sueño, la paz con justicia social y soberanía","http://www.farc-ep.co/comunicado/nuestro-sueno-la-paz-con-justicia-social-y-soberania.html",220,"secretariado nacional de las farc-ep","secretariado","2012-10-19_220.txt"
"204",203,"2012-10-11","Saludo a Chávez","http://www.farc-ep.co/comunicado/saludo-a-chavez.html",219,"secretariado nacional de las farc-ep","secretariado","2012-10-11_219.txt"
"205",204,"2012-10-02","Carta abierta al Comandante Simón Trinidad","http://www.farc-ep.co/comunicado/carta-abierta-al-comandante-simon-trinidad.html",218,"secretariado nacional de las farc-ep","secretariado","2012-10-02_218.txt"
"206",205,"2012-10-01","DECLARACIÓN POLÍTICA","http://www.farc-ep.co/comunicado/declaracion-politica.html",217,"secretariado nacional de las farc-ep","secretariado","2012-10-01_217.txt"
"207",206,"2012-09-22","Evocando al Comandante Jorge Briceño en su segundo aniversario ¡Nacimos para vencer, y no para ser vencidos!","http://www.farc-ep.co/comunicado/evocando-al-comandante-jorge-briceno-en-su-segundo-aniversario-nacimos-para-vencer-y-no-para-ser-vencidos.html",216,"secretariado nacional de las farc-ep","secretariado","2012-09-22_216.txt"
"208",207,"2012-09-04","La Mesa de Conversaciones, un triunfo del clamor nacional por la paz y la solución política","http://www.farc-ep.co/comunicado/la-mesa-de-conversaciones-un-triunfo-del-clamor-nacional-por-la-paz-y-la-solucion-politica.html",215,"secretariado nacional de las farc-ep","secretariado","2012-09-04_215.txt"
"209",208,"2012-07-22","Declaración Pública: Sobre la actualidad del país.","http://www.farc-ep.co/comunicado/declaracion-publica-sobre-la-actualidad-del-pais.html",214,"secretariado nacional de las farc-ep","secretariado","2012-07-22_214.txt"
"210",209,"2012-06-08","Declaración Pública ¡Que vivan los estudiantes!","http://www.farc-ep.co/comunicado/declaracion-publica-que-vivan-los-estudiantes.html",213,"secretariado nacional de las farc-ep","secretariado","2012-06-08_213.txt"
"211",210,"2012-05-28","Regresa triunfante la palabra","http://www.farc-ep.co/comunicado/regresa-triunfante-la-palabra.html",212,"secretariado nacional de las farc-ep","secretariado","2012-05-28_212.txt"
"212",211,"2012-05-27","FARC-EP, 48 años de lucha armada rebelde","http://www.farc-ep.co/comunicado/farc-ep-48-anos-de-lucha-armada-rebelde.html",211,"secretariado nacional de las farc-ep","secretariado","2012-05-27_211.txt"
"213",212,"2012-05-26","A la gran familia fariana en nuestro 48 aniversario","http://www.farc-ep.co/comunicado/a-la-gran-familia-fariana-en-nuestro-48-aniversario.html",210,"secretariado nacional de las farc-ep","secretariado","2012-05-26_210.txt"
"214",213,"2012-03-29","Cuatro años sin el comandante Manuel: Su memoria vive en la lucha diaria de nuestro pueblo por alcanzar La Nueva Colombia","http://www.farc-ep.co/comunicado/cuatro-anos-sin-el-comandante-manuel-su-me-moria-vive-en-la-lucha-diaria-de-nuestro-pueblo-por-alcanzar-la-nueva-colombia.html",209,"secretariado nacional de las farc-ep","secretariado","2012-03-29_209.txt"
"215",214,"2012-03-26","Comunicado: Dificultades para la liberación de los 10 prisioneros de Guerra el 26 de marzo","http://www.farc-ep.co/comunicado/comunicado-dificultades-para-la-liberacion-de-los-10-prisioneros-de-guerra-el-26-de-marzo.html",208,"secretariado nacional de las farc-ep","secretariado","2012-03-26_208.txt"
"216",215,"2012-02-26","Declaración pública sobre prisioneros y retenciones","http://www.farc-ep.co/comunicado/declaracion-publica-sobre-prisioneros-y-retenciones.html",207,"secretariado nacional de las farc-ep","secretariado","2012-02-26_207.txt"
"217",216,"2012-02-22","Diez años después","http://www.farc-ep.co/comunicado/diez-anos-despues.html",206,"secretariado nacional de las farc-ep","secretariado","2012-02-22_206.txt"
"218",217,"2011-12-29","Al pueblo colombiano","http://www.farc-ep.co/comunicado/al-pueblo-colombiano.html",205,"secretariado nacional de las farc-ep","secretariado","2011-12-29_205.txt"
"219",218,"2011-08-12","SALUDO AL ENCUENTRO NACIONAL POR LA PAZ","http://www.farc-ep.co/comunicado/saludo-al-encuentro-nacional-por-la-paz.html",204,"secretariado nacional de las farc-ep","secretariado","2011-08-12_204.txt"
"220",219,"2011-05-26","47 Años de batallas por la paz de Colombia desde la resistencia armada","http://www.farc-ep.co/comunicado/47-anos-de-batallas-por-la-paz-de-colombia-desde-la-resistencia-armada.html",203,"secretariado nacional de las farc-ep","secretariado","2011-05-26_203.txt"
"221",220,"2011-04-30","¡A la calle, a protestar el 1 de mayo!","http://www.farc-ep.co/comunicado/a-la-calle-a-protestar-el-1-de-mayo.html",202,"comisión internacional de las farc-ep","otros","2011-04-30_202.txt"
